Ticker,Description,Exchange,Market Capitalization,Sector
TEKK,Tekkorp Digital Acquisition Corp.,NASDAQ,309375009.9697885,Finance
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,NYSE,42651813710.50952,Electronic Technology
TELA,"TELA Bio, Inc.",NASDAQ,216606190.3654485,Health Technology
TELL,Tellurian Inc.,NASDAQ,1496090350.1662593,Energy Minerals
TEN,Tenneco Inc.,NYSE,1684733188.0700781,Producer Manufacturing
TENB,"Tenable Holdings, Inc.",NASDAQ,4624890260.886426,Technology Services
TER,"Teradyne, Inc.",NASDAQ,20760012990.953773,Electronic Technology
TERN,"Terns Pharmaceuticals, Inc.",NASDAQ,391951130.88,Health Technology
TEX,Terex Corporation,NYSE,2856216063.013504,Producer Manufacturing
TFC,Truist Financial Corporation,NYSE,71021271743.08725,Finance
TFFP,"TFF Pharmaceuticals, Inc.",NASDAQ,263027586.44109592,Health Technology
TFII,TFI International Inc.,NYSE,8256935481.586718,Transportation
TFSL,TFS Financial Corporation,NASDAQ,5584267539.583944,Finance
TFX,Teleflex Incorporated,NYSE,18546797647.713074,Health Technology
TG,Tredegar Corporation,NYSE,477882771.98314226,Producer Manufacturing
TGH,Textainer Group Holdings Limited,NYSE,1644550226.6229508,Finance
TGI,"Triumph Group, Inc.",NYSE,1301744692.4487617,Electronic Technology
TGLS,Tecnoglass Inc.,NASDAQ,904390462.8595388,Producer Manufacturing
TGNA,TEGNA Inc,NYSE,4033525817.17625,Consumer Services
TGP,Teekay LNG Partners L.P.,NYSE,1298181917.2848644,Transportation
TGT,Target Corporation,NYSE,114048688921.15652,Retail Trade
TGTX,"TG Therapeutics, Inc.",NASDAQ,5313551134.208719,Health Technology
TH,Target Hospitality Corp.,NASDAQ,388747194.69613254,Consumer Services
THC,Tenet Healthcare Corporation,NYSE,7040688119.896111,Health Services
THCA,Tuscan Holdings Corp. II,NASDAQ,220974371.99999997,Finance
THCB,Tuscan Holdings Corp.,NASDAQ,449411376.3552092,Finance
THFF,First Financial Corporation Indiana,NASDAQ,559610594.9454796,Finance
THG,Hanover Insurance Group Inc,NYSE,4660487359.149478,Finance
THMO,"ThermoGenesis Holdings, Inc.",NASDAQ,33114758.31468531,Health Technology
THO,"Thor Industries, Inc.",NYSE,5777467093.636493,Consumer Durables
THR,"Thermon Group Holdings, Inc.",NYSE,574819002.1597024,Producer Manufacturing
THRM,Gentherm Inc,NASDAQ,2250802002.5398784,Producer Manufacturing
THRY,"Thryv Holdings, Inc.",NASDAQ,1074919158.1106122,Commercial Services
THS,"Treehouse Foods, Inc.",NYSE,2618760580.294777,Consumer Non-Durables
THTX,Theratechnologies Inc.,NASDAQ,350970026.80898875,Health Technology
TIG,"Trean Insurance Group, Inc.",NASDAQ,778995924.3007426,Finance
TIGO,Millicom International Cellular S.A.,NASDAQ,4070808271.530847,Communications
TIL,"Instil Bio, Inc.",NASDAQ,2319950922.4219275,Health Technology
TILE,"Interface, Inc.",NASDAQ,869266478.6367189,Producer Manufacturing
TINV,Tiga Acquisition Corp.,NYSE,346380009.99004966,Finance
TIPT,Tiptree Inc.,NASDAQ,315798843.54581684,Finance
TIRX,TIAN RUIXIANG Holdings Ltd,NASDAQ,52406749.99999999,Finance
TISI,"Team, Inc.",NYSE,234482230.83547556,Commercial Services
TITN,Titan Machinery Inc.,NASDAQ,674942743.0843372,Distribution Services
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,NYSE,8066258412.838436,Communications
TJX,"TJX Companies, Inc. (The)",NYSE,76423922443.07974,Retail Trade
TK,Teekay Corporation,NYSE,374732713.47258484,Transportation
TKAT,"Takung Art Co., Ltd.",NYSE ARCA,203508512.04794917,Technology Services
TKR,Timken Company (The),NYSE,5976860376.053938,Producer Manufacturing
TLIS,Talis Biomedical Corporation,NASDAQ,542802250.4337586,Health Technology
TLMD,"SOC Telemed, Inc.",NASDAQ,599116571.7866666,Technology Services
TLRY,"Tilray, Inc. - Class 2",NASDAQ,7549310465.660561,Process Industries
TLS,Telos Corporation,NASDAQ,2370440963.6353683,Commercial Services
TLYS,"Tilly's, Inc.",NYSE,463959281.8702983,Retail Trade
TMDX,"TransMedics Group, Inc.",NASDAQ,822639315.861908,Health Technology
TMHC,Taylor Morrison Home Corporation,NYSE,3443137688.9966683,Consumer Durables
TMO,Thermo Fisher Scientific Inc,NYSE,189624147605.39526,Health Technology
TMQ,Trilogy Metals Inc.,NYSE ARCA,350631464.8322369,Non-Energy Minerals
TMST,TimkenSteel Corporation,NYSE,606929616.2241887,Non-Energy Minerals
TMTS,Spartacus Acquisition Corporation,NASDAQ,251249998.999004,Finance
TMUS,"T-Mobile US, Inc.",NASDAQ,180420318176.31952,Communications
TMX,"Terminix Global Holdings, Inc.",NYSE,6329742717.554049,Consumer Services
TNC,Tennant Company,NYSE,1456289368.2069263,Producer Manufacturing
TNDM,"Tandem Diabetes Care, Inc.",NASDAQ,5872931849.000427,Health Technology
TNET,"TriNet Group, Inc.",NYSE,4637408887.413515,Commercial Services
TNK,Teekay Tankers Ltd.,NYSE,478558956.54526454,Transportation
TNL,Travel  Leisure Co.,NYSE,4998614301.348876,Consumer Services
TNP,Tsakos Energy Navigation Ltd,NYSE,149023683.8026159,Transportation
TOL,"Toll Brothers, Inc.",NYSE,6962107574.329541,Consumer Durables
TOMZ,"TOMI Environmental Solutions, Inc.",NASDAQ,50266425.90553748,Producer Manufacturing
TOWN,Towne Bank,NASDAQ,2157659003.344805,Finance
TPB,"Turning Point Brands, Inc.",NYSE,803165206.2543244,Consumer Non-Durables
TPC,Tutor Perini Corporation,NYSE,689695196.4455172,Industrial Services
TPGY,TPG Pace Beneficial Finance Corp.,NYSE,542499982.6502057,Finance
TPH,"Tri Pointe Homes, Inc.",NYSE,2554410797.064649,Consumer Durables
TPIC,"TPI Composites, Inc.",NASDAQ,1624117869.3413897,Producer Manufacturing
TPL,Texas Pacific Land Corporation,NYSE,11765468072.395082,Miscellaneous
TPR,"Tapestry, Inc.",NYSE,11480598207.121214,Retail Trade
TPTX,"Turning Point Therapeutics, Inc.",NASDAQ,3986925840.3942666,Health Technology
TPVG,TriplePoint Venture Growth BDC Corp.,NYSE,466538948.7179487,Finance
TPX,"Tempur Sealy International, Inc.",NYSE,7328559531.434433,Consumer Durables
TR,"Tootsie Roll Industries, Inc.",NYSE,2255701693.060006,Consumer Non-Durables
TRC,Tejon Ranch Co,NYSE,400953596.49488485,Finance
TRCH,"Torchlight Energy Resources, Inc.",NASDAQ,911044716.2055556,Consumer Services
TREB,Trebia Acquisition Corp.,NYSE,636525009.9999999,Finance
TREC,Trecora Resources,NYSE,200495970.0923077,Energy Minerals
TREE,"LendingTree, Inc.",NASDAQ,2858907870.1004753,Finance
TREX,"Trex Company, Inc.",NYSE,11257020898.244032,Non-Energy Minerals
TRGP,"Targa Resources, Inc.",NYSE,10101959779.96649,Energy Minerals
TRHC,"Tabula Rasa HealthCare, Inc.",NASDAQ,1219805177.042311,Technology Services
TRI,Thomson Reuters Corp,NYSE,48142927080.28144,Commercial Services
TRIL,Trillium Therapeutics Inc.,NASDAQ,1011775645.5415988,Health Technology
TRIN,Trinity Capital Inc.,NASDAQ,387037523.0514556,Finance
TRIP,"TripAdvisor, Inc.",NASDAQ,5585913353.795122,Consumer Services
TRIT,"Triterras, Inc.",NASDAQ,606951511.5617647,Technology Services
TRMB,Trimble Inc.,NASDAQ,19542649443.263172,Electronic Technology
TRMK,Trustmark Corporation,NASDAQ,1926166554.7845862,Finance
TRN,"Trinity Industries, Inc.",NYSE,2795713750.6174617,Producer Manufacturing
TROW,"T. Rowe Price Group, Inc.",NASDAQ,43107095786.12201,Finance
TROX,Tronox Holdings plc,NYSE,3166362655.114206,Process Industries
TRP,TC Energy Corporation,NYSE,50330388585.57419,Industrial Services
TRQ,Turquoise Hill Resources Ltd.,NYSE,3255924981.819374,Non-Energy Minerals
TRS,TriMas Corporation,NASDAQ,1320375107.2221162,Producer Manufacturing
TRST,TrustCo Bank Corp NY,NASDAQ,660804124.944799,Finance
TRT,Trio-Tech International,NYSE ARCA,19995710.6770073,Electronic Technology
TRTN,Triton International Limited,NYSE,3382074981.924497,Finance
TRU,TransUnion,NYSE,20750311621.536087,Technology Services
TRUE,"TrueCar, Inc.",NASDAQ,513792728.36501896,Technology Services
TRUP,"Trupanion, Inc.",NASDAQ,4190396454.440799,Finance
TRV,"The Travelers Companies, Inc.",NYSE,36407138805.902596,Finance
TRVI,"Trevi Therapeutics, Inc.",NASDAQ,40651789.32110091,Health Technology
TSC,"TriState Capital Holdings, Inc.",NASDAQ,681394277.6514807,Finance
TSCO,Tractor Supply Company,NASDAQ,19741042919.1195,Retail Trade
TSE,Trinseo S.A.,NYSE,2178683863.0319886,Process Industries
TSEM,Tower Semiconductor Ltd.,NASDAQ,2841947993.4133663,Electronic Technology
TSHA,"Taysha Gene Therapies, Inc.",NASDAQ,976754136.4536742,Health Technology
TSLA,"Tesla, Inc.",NASDAQ,600453475484.5593,Consumer Durables
TSLX,"Sixth Street Specialty Lending, Inc.",NYSE,1567839021.1674964,Finance
TSN,"Tyson Foods, Inc.",NYSE,26032232463.291283,Consumer Non-Durables
TSQ,"Townsquare Media, Inc.",NYSE,188730743.46097204,Consumer Services
TT,Trane Technologies plc,NYSE,41470569138.77377,Producer Manufacturing
TTC,Toro Company (The),NYSE,11176351004.716967,Producer Manufacturing
TTCF,"Tattooed Chef, Inc.",NASDAQ,1679742762.1898854,Consumer Non-Durables
TTD,"The Trade Desk, Inc.",NASDAQ,26526766455.365303,Commercial Services
TTEC,"TTEC Holdings, Inc.",NASDAQ,4452841622.31716,Commercial Services
TTEK,"Tetra Tech, Inc.",NASDAQ,6291808061.89007,Industrial Services
TTGT,"TechTarget, Inc.",NASDAQ,1935697937.862262,Technology Services
TTI,"Tetra Technologies, Inc.",NYSE,467107851.4468085,Industrial Services
TTMI,"TTM Technologies, Inc.",NASDAQ,1561750426.7276995,Electronic Technology
TTNP,"Titan Pharmaceuticals, Inc.",NASDAQ,24660170.040485825,Health Technology
TTSH,"Tile Shop Holdings, Inc.",NASDAQ,435572447.28621906,Retail Trade
TTWO,"Take-Two Interactive Software, Inc.",NASDAQ,19809576364.98252,Consumer Durables
TU,Telus Corporation,NYSE,30094549341.42453,Communications
TUEM,Tuesday Morning Corp.,NASDAQ,,Retail Trade
TUFN,Tufin Software Technologies Ltd.,NYSE,329755200.80709535,Commercial Services
TUP,Tupperware Brands Corporation,NYSE,1007237874.3342777,Producer Manufacturing
TUSK,"Mammoth Energy Services, Inc.",NASDAQ,180463216.0740741,Industrial Services
TVTX,"Travere Therapeutics, Inc.",NASDAQ,957649202.8125,Health Technology
TVTY,"Tivity Health, Inc.",NASDAQ,1302250097.3305085,Health Services
TW,Tradeweb Markets Inc.,NASDAQ,19353599059.811485,Technology Services
TWCT,TWC Tech Holdings II Corp.,NASDAQ,745499968.9999999,Finance
TWI,"Titan International, Inc. (DE)",NYSE,501600988.09715647,Producer Manufacturing
TWLO,Twilio Inc.,NYSE,63484695303.29088,Technology Services
TWLV,Twelve Seas Investment Company II,NASDAQ,425625036.98654246,Finance
TWND,Tailwind Acquisition Corp.,NYSE,415262993,Finance
TWNK,"Hostess Brands, Inc.",NASDAQ,2112523429.6308725,Consumer Non-Durables
TWOU,"2U, Inc.",NASDAQ,3020083210.4827757,Technology Services
TWST,Twist Bioscience Corporation,NASDAQ,5439461709.750992,Health Technology
TWTR,"Twitter, Inc.",NYSE,48566005795.027176,Technology Services
TXG,"10x Genomics, Inc.",NASDAQ,21348275882.02229,Health Technology
TXN,Texas Instruments Incorporated,NASDAQ,169069441377.295,Electronic Technology
TXRH,"Texas Roadhouse, Inc.",NASDAQ,6311700398.946161,Consumer Services
TXT,Textron Inc.,NYSE,14409254877.988113,Electronic Technology
TYHT,"Shineco, Inc.",NASDAQ,26461303.846153844,Process Industries
TYL,"Tyler Technologies, Inc.",NYSE,17933585582.983692,Technology Services
TZOO,Travelzoo,NASDAQ,174826460.0141129,Technology Services
U,Unity Software Inc.,NYSE,29344411151.649147,Technology Services
UA,"Under Armour, Inc.",NYSE,8464518138.2229805,Consumer Non-Durables
UAA,"Under Armour, Inc.",NYSE,8471780693.69522,Consumer Non-Durables
UAL,"United Airlines Holdings, Inc.",NASDAQ,17770917878.814163,Transportation
UAN,"CVR Partners, LP",NYSE,630839462.225104,Process Industries
UAVS,"AgEagle Aerial Systems, Inc.",NYSE ARCA,331678940.9,Electronic Technology
UBER,"Uber Technologies, Inc.",NYSE,93335612529,Technology Services
UBFO,United Security Bancshares,NASDAQ,134551362.92241383,Finance
UBS,UBS Group AG Registered,NYSE,54679253237.74513,Finance
UBSI,"United Bankshares, Inc.",NASDAQ,4878278763.987281,Finance
UBX,"Unity Biotechnology, Inc.",NASDAQ,229294730.01431975,Health Technology
UCBI,"United Community Banks, Inc.",NASDAQ,2740467991.167736,Finance
UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,2184743937.9238653,Electronic Technology
UEC,Uranium Energy Corp.,NYSE ARCA,674087877.9527026,Non-Energy Minerals
UEIC,Universal Electronics Inc.,NASDAQ,666753318.9726554,Consumer Durables
UEPS,"Net 1 UEPS Technologies, Inc.",NASDAQ,283355018.88000005,Technology Services
UFAB,"Unique Fabricating, Inc.",NYSE ARCA,38724842.90464548,Producer Manufacturing
UFCS,"United Fire Group, Inc",NASDAQ,684013688.887194,Finance
UFI,"Unifi, Inc. New",NYSE,452458551.2560228,Process Industries
UFPI,"UFP Industries, Inc.",NASDAQ,4369491358.450111,Non-Energy Minerals
UFS,Domtar Corporation (NEW),NYSE,2709170395.5888886,Process Industries
UGI,UGI Corporation,NYSE,9456301704.068192,Utilities
UGRO,"urban-gro, Inc.",NASDAQ,,Commercial Services
UHAL,Amerco,NASDAQ,10323695074.594292,Finance
UHS,"Universal Health Services, Inc.",NYSE,12504051219.885897,Health Services
UI,Ubiquiti Inc.,NYSE,18605542954.34917,Electronic Technology
UIHC,United Insurance Holdings Corp.,NASDAQ,261531650.02380955,Finance
UIS,Unisys Corporation New,NYSE,1612561341.8317616,Technology Services
UK,Ucommune International Ltd,NASDAQ,185296546.06249997,Finance
ULBI,Ultralife Corporation,NASDAQ,134094849.70361723,Producer Manufacturing
ULTA,"Ulta Beauty, Inc.",NASDAQ,17916123599.634987,Retail Trade
UMBF,UMB Financial Corporation,NASDAQ,4278620972.2454863,Finance
UMPQ,Umpqua Holdings Corporation,NASDAQ,3893998694.700109,Finance
UNF,Unifirst Corporation,NYSE,4075129091.8801136,Consumer Services
UNFI,"United Natural Foods, Inc.",NYSE,1986896139.3700569,Distribution Services
UNH,UnitedHealth Group Incorporated,NYSE,367449311181.78314,Health Services
UNM,Unum Group,NYSE,5520621048.6919,Finance
UNP,Union Pacific Corporation,NYSE,142705465723.11508,Transportation
UNVR,Univar Solutions Inc.,NYSE,4229502457.5115457,Distribution Services
UONE,"Urban One, Inc.",NASDAQ,306751147,Consumer Services
UONEK,"Urban One, Inc.",NASDAQ,293330784.31875,Consumer Services
UPC,Universe Pharmaceuticals Inc,NASDAQ,65467499.00986843,Health Technology
UPH,"UpHealth, Inc.",NYSE,897329706.2166892,Health Services
UPLD,"Upland Software, Inc.",NASDAQ,1234710878.703218,Technology Services
UPS,"United Parcel Service, Inc.",NYSE,172165235688.20584,Transportation
UPST,"Upstart Holdings, Inc.",NASDAQ,9525351851.687912,Technology Services
UPWK,Upwork Inc.,NASDAQ,6023416743.195845,Technology Services
URBN,"Urban Outfitters, Inc.",NASDAQ,3659291834.7781277,Retail Trade
URGN,UroGen Pharma Ltd.,NASDAQ,366814012.0351609,Health Technology
URI,"United Rentals, Inc.",NYSE,20913663988.910015,Finance
UROY,Uranium Royalty Corp.,NASDAQ,188768631.25503358,Non-Energy Minerals
USAC,"USA Compression Partners, LP",NYSE,1551386433.4488778,Industrial Services
USAK,"USA Truck, Inc.",NASDAQ,125436253.76078168,Transportation
USB,U.S. Bancorp,NYSE,81544974330.0779,Finance
USCR,"U S Concrete, Inc.",NASDAQ,1263233309.5577729,Non-Energy Minerals
USDP,USD Partners LP,NYSE,188120896.08226952,Industrial Services
USEG,U.S. Energy Corp.,NASDAQ,19546937.990453456,Energy Minerals
USFD,US Foods Holding Corp.,NYSE,8101992205.803744,Distribution Services
USIO,"Usio, Inc.",NASDAQ,162864218.36734694,Commercial Services
USM,United States Cellular Corporation,NYSE,3142608230.4604173,Communications
USNA,"USANA Health Sciences, Inc.",NYSE,2038037221.6671526,Consumer Non-Durables
USPH,"U.S. Physical Therapy, Inc.",NYSE,1429714018.4904447,Health Services
USX,"U.S. Xpress Enterprises, Inc.",NYSE,480803200.0695364,Transportation
UTHR,United Therapeutics Corporation,NASDAQ,7995579900.852805,Health Technology
UTI,Universal Technical Institute Inc,NYSE,180804280.12115732,Commercial Services
UTL,UNITIL Corporation,NYSE,811101182.0592303,Utilities
UTZ,Utz Brands Inc,NYSE,3104099282.342733,Consumer Non-Durables
UUU,"Universal Security Instruments, Inc.",NYSE ARCA,18063646.82253886,Electronic Technology
UUUU,Energy Fuels Inc,NYSE ARCA,914620474.7515925,Non-Energy Minerals
UVE,UNIVERSAL INSURANCE HOLDINGS INC,NYSE,420478590.80157596,Finance
UVSP,Univest Financial Corporation,NASDAQ,775620740.3806734,Finance
UVV,Universal Corporation,NYSE,1321106232.4163074,Consumer Non-Durables
UWMC,UWM Holdings Corporation,NYSE,15281294260.02837,Finance
V,Visa Inc.,NYSE,491416909194.6816,Finance
VAC,Marriott Vacations Worldwide Corporation,NYSE,6666421747.786078,Consumer Services
VACQ,Vector Acquisition Corporation,NASDAQ,416000006.0348162,Finance
VAPO,"Vapotherm, Inc.",NYSE,610477220.6714346,Health Technology
VAQC,Vector Acquisition Corporation II,NASDAQ,579375020.2224468,Finance
VBIV,"VBI Vaccines, Inc.",NASDAQ,996446115.8683544,Health Technology
VBLT,Vascular Biogenics Ltd.,NASDAQ,138341439.02575108,Health Technology
VBTX,"Veritex Holdings, Inc.",NASDAQ,1738130766.297283,Finance
VC,Visteon Corporation,NASDAQ,3193574937.619489,Producer Manufacturing
VCEL,Vericel Corporation,NASDAQ,2843917582.180223,Health Technology
VCNX,"Vaccinex, Inc.",NASDAQ,74825148.58455881,Health Technology
VCRA,"Vocera Communications, Inc.",NYSE,1300090296.3985507,Electronic Technology
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",NASDAQ,2042752935.486812,Finance
VCVC,10X Capital Venture Acquisition Corp,NASDAQ,251310932,Finance
VCYT,"Veracyte, Inc.",NASDAQ,2519792230.183818,Health Technology
VEC,"Vectrus, Inc.",NYSE,600466944.9965041,Commercial Services
VECO,Veeco Instruments Inc.,NASDAQ,1163232856.509195,Electronic Technology
VEEV,Veeva Systems Inc.,NYSE,46900341300.00359,Technology Services
VEI,Vine Energy Inc.,NYSE,1101795532.885538,Energy Minerals
VEL,"Velocity Financial, Inc.",NYSE,258327722.69224623,Finance
VERI,"Veritone, Inc.",NASDAQ,749433142.8294505,Technology Services
VERO,Venus Concept Inc.,NASDAQ,147610092.54850745,Health Technology
VERU,Veru Inc.,NASDAQ,670935543.9284891,Health Technology
VERX,"Vertex, Inc.",NASDAQ,3072527609.5249515,Technology Services
VERY,"Vericity, Inc.",NASDAQ,124652498.06466512,Finance
VET,Vermilion Energy Inc.,NYSE,1361514018.2011278,Energy Minerals
VFC,V.F. Corporation,NYSE,31259021569.674892,Consumer Non-Durables
VFF,"Village Farms International, Inc.",NASDAQ,811099954.7486507,Process Industries
VG,Vonage Holdings Corp.,NASDAQ,3687874112.5430737,Communications
VGR,Vector Group Ltd.,NYSE,2010697859.2783053,Consumer Non-Durables
VHC,VirnetX Holding Corp,NYSE,326158845.2441113,Technology Services
VIAC,ViacomCBS Inc.,NASDAQ,26028457118.377712,Consumer Services
VIACA,ViacomCBS Inc.,NASDAQ,26019827304.960297,Consumer Services
VIAV,Viavi Solutions Inc.,NASDAQ,3914297322.6031747,Technology Services
VICR,Vicor Corporation,NASDAQ,3893943381.2804413,Electronic Technology
VIEW,"View, Inc.",NASDAQ,1934153546.1456525,Process Industries
VIH,VPC Impact Acquisition Holdings,NASDAQ,262534162.75462514,Finance
VII,7GC & Co. Holdings Inc.,NASDAQ,280024993,Finance
VINC,"Vincerx Pharma, Inc.",NASDAQ,212881056.79037523,Health Technology
VINO,"Gaucho Group Holdings, Inc.",NASDAQ,45196765.34883722,Finance
VINP,Vinci Partners Investments Ltd.,NASDAQ,839475429.2511445,Finance
VIR,"Vir Biotechnology, Inc.",NASDAQ,6001338606.732085,Health Technology
VIRI,"Virios Therapeutics, Inc.",NASDAQ,50315554.40789474,Health Technology
VIRT,"Virtu Financial, Inc.",NASDAQ,5450361621.931269,Finance
VIRX,"Viracta Therapeutics, Inc.",NASDAQ,473302473.6511628,Health Technology
